#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NZ_UYIP01000001.1",55349,56527,"+",,,"H8201_RS00350","WP_000047000.1",392,"galactokinase"
"Un","NZ_UYIP01000001.1",56546,58027,"+",,,"H8201_RS00355","WP_000176981.1",493,"UDP-glucose--hexose-1-phosphate uridylyltransferase"
"Un","NZ_UYIP01000001.1",58097,58501,"+",,,"H8201_RS00360","WP_000651210.1",134,"PaaI family thioesterase"
"Un","NZ_UYIP01000001.1",58658,59512,"+",,,"H8201_RS00365","WP_000692845.1",284,"DNA adenine methylase"
"Un","NZ_UYIP01000001.1",59538,60308,"+",,,"H8201_RS00370","WP_001810592.1",256,"site-specific DNA-methyltransferase"
"Un","NZ_UYIP01000001.1",60295,61161,"+",,,"H8201_RS00375","WP_000815111.1",288,"type-2 restriction enzyme DpnII"
"Un","NZ_UYIP01000001.1",61248,62510,"-",,,"H8201_RS00380","WP_001194488.1",420,"purine permease"
"Un","NZ_UYIP01000001.1",62510,63091,"-",,,"H8201_RS00385","WP_000770405.1",193,"MULTISPECIES: xanthine phosphoribosyltransferase"
"Un","NZ_UYIP01000001.1",63969,64097,"-",,,"H8201_RS00390","WP_000646799.1",42,"hypothetical protein"
"Un","NZ_UYIP01000001.1",64104,64355,"-",,,"H8201_RS00395","WP_000386134.1",83,"glyoxalase"
"Un","NZ_UYIP01000001.1",64367,65194,"-",,"xth","H8201_RS00400","WP_000767469.1",275,"MULTISPECIES: exodeoxyribonuclease III"
"Un","NZ_UYIP01000001.1",65781,66311,"+",,,"H8201_RS00410","WP_000174443.1",176,"DUF421 domain-containing protein"
"Un","NZ_UYIP01000001.1",66439,68184,"+",,,"H8201_RS00415","WP_000022608.1",581,"ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",68174,69925,"+",,,"H8201_RS00420","WP_001180173.1",583,"ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",70098,70790,"+",,,"H8201_RS00425","WP_000922204.1",230,"MULTISPECIES: sugar transferase"
"Un","NZ_UYIP01000001.1",70833,72059,"+",,,"H8201_RS00430","WP_001134492.1",408,"MULTISPECIES: DegT/DnrJ/EryC1/StrS aminotransferase family protein"
"Un","NZ_UYIP01000001.1",73190,75349,"+",,"pfbA","H8201_RS00435","WP_010976622.1",719,"multi-ligand-binding adhesin PfbA"
"Un","NZ_UYIP01000001.1",75333,75629,"+",,,"H8201_RS00440","WP_000239022.1",98,"hypothetical protein"
"Un","NZ_UYIP01000001.1",75972,76184,"+",,,"H8201_RS00445","WP_001851750.1",70,"hypothetical protein"
"Un","NZ_UYIP01000001.1",76242,76883,"+",,,"H8201_RS00450","WP_000945327.1",213,"MULTISPECIES: phosphate uptake regulator PhoU"
"Un","NZ_UYIP01000001.1",76896,78371,"+",,"galT","H8201_RS00455","WP_000848802.1",491,"MULTISPECIES: UDP-glucose--hexose-1-phosphate uridylyltransferase"
"Un","NZ_UYIP01000001.1",78384,79364,"+",,"galE","H8201_RS00460","WP_000996556.1",326,"UDP-glucose 4-epimerase GalE"
"Un","NZ_UYIP01000001.1",79574,80233,"+",,,"H8201_RS00465","WP_000793807.1",219,"DUF1868 domain-containing protein"
"Un","NZ_UYIP01000001.1",80258,81325,"+",,,"H8201_RS00470","WP_185927465.1",355,"extracellular solute-binding protein"
"Un","NZ_UYIP01000001.1",81428,82438,"+",,,"H8201_RS00475","WP_000589142.1",336,"MULTISPECIES: ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",82450,84141,"+",,,"H8201_RS00480","WP_001216179.1",563,"iron ABC transporter permease"
"Un","NZ_UYIP01000001.1",84144,84854,"+",,,"H8201_RS00485","WP_000127552.1",236,"MULTISPECIES: MgtC/SapB family protein"
"Un","NZ_UYIP01000001.1",84950,85318,"+",,,"H8201_RS00490","WP_000656286.1",122,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",85426,86427,"+",,,"H8201_RS00495","WP_000789949.1",333,"MULTISPECIES: LacI family DNA-binding transcriptional regulator"
"Un","NZ_UYIP01000001.1",87568,88929,"+",,"trpE","H8201_RS00505","WP_000439638.1",453,"anthranilate synthase component I"
"Un","NZ_UYIP01000001.1",88926,89492,"+",,,"H8201_RS00510","WP_000601926.1",188,"MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II"
"Un","NZ_UYIP01000001.1",89503,90507,"+",,"trpD","H8201_RS00515","WP_000658681.1",334,"anthranilate phosphoribosyltransferase"
"Un","NZ_UYIP01000001.1",90504,91271,"+",,"trpC","H8201_RS00520","WP_000076548.1",255,"MULTISPECIES: indole-3-glycerol phosphate synthase TrpC"
"Un","NZ_UYIP01000001.1",91258,91857,"+",,,"H8201_RS00525","WP_000169898.1",199,"phosphoribosylanthranilate isomerase"
"Un","NZ_UYIP01000001.1",91835,93058,"+",,"trpB","H8201_RS00530","WP_000331292.1",407,"tryptophan synthase subunit beta"
"Un","NZ_UYIP01000001.1",93051,93827,"+",,,"H8201_RS00535","WP_001127015.1",258,"tryptophan synthase subunit alpha"
"Un","NZ_UYIP01000001.1",94129,94860,"+",,,"H8201_RS00545","WP_000934017.1",243,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",94875,96026,"+",,,"H8201_RS00550","WP_000481756.1",383,"MULTISPECIES: XRE family transcriptional regulator"
"Un","NZ_UYIP01000001.1",96078,96737,"-",,,"H8201_RS00555","WP_000565001.1",219,"prepilin peptidase"
"Un","NZ_UYIP01000001.1",96807,97253,"+",,,"H8201_RS00560","WP_000155399.1",148,"GNAT family N-acetyltransferase"
"Un","NZ_UYIP01000001.1",97481,98659,"-",,,"H8201_RS00565","WP_000175876.1",392,"ROK family transcriptional regulator"
"Un","NZ_UYIP01000001.1",98939,100201,"+",,,"H8201_RS00570","WP_000413343.1",420,"PTS sugar transporter subunit IIC"
"Un","NZ_UYIP01000001.1",100204,101100,"+",,,"H8201_RS00575","WP_185927466.1",298,"haloacid dehalogenase-like hydrolase"
"Un","NZ_UYIP01000001.1",101115,101432,"+",,,"H8201_RS00580","WP_001151646.1",105,"MULTISPECIES: PTS sugar transporter subunit IIB"
"Un","NZ_UYIP01000001.1",101449,101766,"+",,,"H8201_RS00585","WP_001005885.1",105,"PTS lactose/cellobiose transporter subunit IIA"
"Un","NZ_UYIP01000001.1",101776,103131,"+",,,"H8201_RS00590","WP_001094998.1",451,"PTS sugar transporter subunit IIC"
"Un","NZ_UYIP01000001.1",103455,104930,"+",,,"H8201_RS00595","WP_000250874.1",491,"arylsulfatase"
"Un","NZ_UYIP01000001.1",104927,105775,"+",,,"H8201_RS00600","WP_000782429.1",282,"formylglycine-generating enzyme family protein"
"Un","NZ_UYIP01000001.1",105790,106560,"+",,,"H8201_RS00605","WP_000229334.1",256,"sulfite exporter TauE/SafE family protein"
"Un","NZ_UYIP01000001.1",106838,107125,"-",,,"H8201_RS00610","WP_111695779.1",95,"IS30 family transposase"
"Un","NZ_UYIP01000001.1",107694,107897,"-",,,"H8201_RS00620","WP_000109957.1",67,"CsbD family protein"
"Un","NZ_UYIP01000001.1",107928,108536,"-",,,"H8201_RS00625","WP_000064115.1",202,"Asp23/Gls24 family envelope stress response protein"
"Un","NZ_UYIP01000001.1",108575,108745,"-",,,"H8201_RS00630","WP_000455066.1",56,"MULTISPECIES: DUF2273 domain-containing protein"
"Un","NZ_UYIP01000001.1",108757,109323,"-",,"amaP","H8201_RS00635","WP_000030213.1",188,"alkaline shock response membrane anchor protein AmaP"
"Un","NZ_UYIP01000001.1",109407,109571,"-",,,"H8201_RS00640","WP_001809002.1",54,"GlsB/YeaQ/YmgE family stress response membrane protein"
"Un","NZ_UYIP01000001.1",110014,111495,"+",,,"H8201_RS00645","WP_001205280.1",493,"helix-turn-helix domain-containing protein"
"Un","NZ_UYIP01000001.1",111856,112857,"+",,,"H8201_RS00650","WP_000230202.1",333,"LacI family DNA-binding transcriptional regulator"
"Un","NZ_UYIP01000001.1",113008,113925,"+",,,"H8201_RS00655","WP_001084977.1",305,"sugar ABC transporter permease"
"Un","NZ_UYIP01000001.1",113936,114826,"+",,,"H8201_RS00660","WP_000797961.1",296,"MULTISPECIES: carbohydrate ABC transporter permease"
"Un","NZ_UYIP01000001.1",114855,116471,"+",,,"H8201_RS00665","WP_000669742.1",538,"ABC transporter substrate-binding protein"
"Un","NZ_UYIP01000001.1",116481,117800,"+",,,"H8201_RS00670","WP_000502556.1",439,"glycoside hydrolase family 32 protein"
"Un","NZ_UYIP01000001.1",118345,119616,"-",,,"H8201_RS00680","WP_001113212.1",423,"replication-associated recombination protein A"
"Un","NZ_UYIP01000001.1",119914,120129,"+",,,"H8201_RS00685","WP_075329187.1",71,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",120294,120473,"+",,,"H8201_RS00690","WP_001048906.1",59,"hypothetical protein"
"Un","NZ_UYIP01000001.1",120610,120789,"+",,,"H8201_RS00695","WP_001132284.1",59,"MULTISPECIES: type II toxin-antitoxin system HicA family toxin"
"Un","NZ_UYIP01000001.1",120826,121278,"+",,,"H8201_RS00700","WP_000961810.1",150,"MULTISPECIES: type II toxin-antitoxin system HicB family antitoxin"
"Un","NZ_UYIP01000001.1",121569,122039,"+",,,"H8201_RS00705","WP_000257086.1",156,"DUF3013 family protein"
"Un","NZ_UYIP01000001.1",122058,123146,"+",,,"H8201_RS00710","WP_000719713.1",362,"site-2 protease family protein"
"Un","NZ_UYIP01000001.1",123127,123555,"+",,,"H8201_RS00715","WP_000418174.1",142,"NUDIX hydrolase"
"Un","NZ_UYIP01000001.1",123691,124641,"+",,,"H8201_RS00720","WP_000451152.1",316,"50S ribosomal protein L11 methyltransferase"
"Un","NZ_UYIP01000001.1",124643,125386,"+",,,"H8201_RS00725","WP_001188212.1",247,"16S rRNA (uracil(1498)-N(3))-methyltransferase"
"Un","NZ_UYIP01000001.1",125397,127193,"+",,"pepF","H8201_RS00730","WP_000435588.1",598,"oligoendopeptidase F"
"Un","NZ_UYIP01000001.1",127253,127930,"-",,,"H8201_RS00735","WP_000433070.1",225,"helix-turn-helix transcriptional regulator"
"Un","NZ_UYIP01000001.1",128179,128949,"+",,,"H8201_RS00740","WP_000966495.1",256,"MULTISPECIES: ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",128942,129706,"+",,,"H8201_RS00745","WP_000475585.1",254,"ABC transporter permease"
"Un","NZ_UYIP01000001.1",130131,130922,"+",,,"H8201_RS00750","WP_000284100.1",263,"DUF2785 domain-containing protein"
"Un","NZ_UYIP01000001.1",131033,131701,"+",,,"H8201_RS00755","WP_000714838.1",222,"aquaporin"
"Un","NZ_UYIP01000001.1",131911,132444,"-",,"queF","H8201_RS00765","WP_000828784.1",177,"NADPH-dependent 7-cyano-7-deazaguanine reductase QueF"
"Un","NZ_UYIP01000001.1",132750,133064,"-",,"trxA","H8201_RS00770","WP_001029580.1",104,"MULTISPECIES: thioredoxin"
"Un","NZ_UYIP01000001.1",133081,133302,"-",,,"H8201_RS00775","WP_000570244.1",73,"MULTISPECIES: DUF4649 family protein"
"Un","NZ_UYIP01000001.1",133402,133782,"-",,,"H8201_RS00780","WP_000221627.1",126,"MarR family transcriptional regulator"
"Un","NZ_UYIP01000001.1",133926,134879,"-",,,"H8201_RS00785","WP_000028180.1",317,"aromatic acid exporter family protein"
"Un","NZ_UYIP01000001.1",136304,136864,"+",,,"H8201_RS00795","WP_001168878.1",186,"mechanosensitive ion channel"
"Un","NZ_UYIP01000001.1",136921,137829,"+",,,"H8201_RS00800","WP_000242247.1",302,"magnesium transporter CorA family protein"
"Un","NZ_UYIP01000001.1",137781,138371,"+",,,"H8201_RS00805","WP_001844147.1",196,"YqeG family HAD IIIA-type phosphatase"
"Un","NZ_UYIP01000001.1",138374,139480,"+",,"yqeH","H8201_RS00810","WP_000391220.1",368,"ribosome biogenesis GTPase YqeH"
"Un","NZ_UYIP01000001.1",139695,140006,"+",,"yhbY","H8201_RS00815","WP_000060169.1",103,"MULTISPECIES: ribosome assembly RNA-binding protein YhbY"
"Un","NZ_UYIP01000001.1",140058,140687,"+",,,"H8201_RS00820","WP_000151307.1",209,"MULTISPECIES: nicotinate-nucleotide adenylyltransferase"
"Un","NZ_UYIP01000001.1",140687,141280,"+",,"yqeK","H8201_RS00825","WP_000121654.1",197,"MULTISPECIES: bis(5\\'-nucleosyl)-tetraphosphatase (symmetrical) YqeK"
"Un","NZ_UYIP01000001.1",141281,141781,"+",,,"H8201_RS00830","WP_000844707.1",166,"MULTISPECIES: cysteine hydrolase"
"Un","NZ_UYIP01000001.1",141794,142147,"+",,"rsfS","H8201_RS00835","WP_001003001.1",117,"MULTISPECIES: ribosome silencing factor"
"Un","NZ_UYIP01000001.1",142250,142996,"+",,,"H8201_RS00840","WP_000605154.1",248,"MULTISPECIES: class I SAM-dependent methyltransferase"
"Un","NZ_UYIP01000001.1",143006,144103,"+",,,"H8201_RS00845","WP_000156345.1",365,"nucleotidyltransferase"
"Un","NZ_UYIP01000001.1",144341,144595,"+",,,"H8201_RS00850","WP_000388571.1",84,"MULTISPECIES: type II toxin-antitoxin system Phd/YefM family antitoxin"
"Un","NZ_UYIP01000001.1",144599,144853,"+",,,"H8201_RS00855","WP_000924721.1",84,"MULTISPECIES: Txe/YoeB family addiction module toxin"
"Un","NZ_UYIP01000001.1",145044,146657,"+",,,"H8201_RS00860","WP_185927467.1",537,"ribonuclease Y"
"Un","NZ_UYIP01000001.1",146787,147413,"+",,"gmk","H8201_RS00865","WP_000775037.1",208,"MULTISPECIES: guanylate kinase"
"Un","NZ_UYIP01000001.1",147438,147752,"+",,,"H8201_RS00870","WP_000979235.1",104,"MULTISPECIES: DNA-directed RNA polymerase subunit omega"
"Un","NZ_UYIP01000001.1",147818,150214,"+",,,"H8201_RS00875","WP_001152080.1",798,"primosomal protein N\\'"
"Un","NZ_UYIP01000001.1",150227,151162,"+",,,"H8201_RS00880","WP_000163696.1",311,"methionyl-tRNA formyltransferase"
"Un","NZ_UYIP01000001.1",151155,152468,"+",,"rsmB","H8201_RS00885","WP_001813416.1",437,"16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB"
"Un","NZ_UYIP01000001.1",152483,153223,"+",,,"H8201_RS00890","WP_000406248.1",246,"Stp1/IreP family PP2C-type Ser/Thr phosphatase"
"Un","NZ_UYIP01000001.1",153220,155199,"+",,"pknB","H8201_RS00895","WP_000614540.1",659,"Stk1 family PASTA domain-containing Ser/Thr kinase"
"Un","NZ_UYIP01000001.1",155314,156072,"+",,,"H8201_RS00900","WP_000392880.1",252,"MULTISPECIES: threonine/serine exporter family protein"
"Un","NZ_UYIP01000001.1",156074,156523,"+",,,"H8201_RS00905","WP_000176924.1",149,"MULTISPECIES: threonine/serine exporter family protein"
"Un","NZ_UYIP01000001.1",157278,157526,"+",,,"H8201_RS00915","WP_001813143.1",82,"hypothetical protein"
"Un","NZ_UYIP01000001.1",157657,158829,"+",,,"H8201_RS00920","WP_000151963.1",390,"hydroxymethylglutaryl-CoA synthase"
"Un","NZ_UYIP01000001.1",158829,160103,"+",,,"H8201_RS00925","WP_000704388.1",424,"hydroxymethylglutaryl-CoA reductase, degradative"
"Un","NZ_UYIP01000001.1",160138,161103,"-",,,"H8201_RS00930","WP_000226001.1",321,"LacI family DNA-binding transcriptional regulator"
"Un","NZ_UYIP01000001.1",161084,162538,"-",,,"H8201_RS00935","WP_000455293.1",484,"glycoside hydrolase family 32 protein"
"Un","NZ_UYIP01000001.1",162914,164851,"+",,,"H8201_RS00945","WP_000386623.1",645,"PTS beta-glucoside transporter subunit IIBCA"
"Un","NZ_UYIP01000001.1",165000,165887,"+",,,"H8201_RS00950","WP_000164302.1",295,"ROK family protein"
"Un","NZ_UYIP01000001.1",166207,166824,"-",,,"H8201_RS00955","WP_000076185.1",205,"MULTISPECIES: TVP38/TMEM64 family protein"
"Un","NZ_UYIP01000001.1",168134,169027,"+",,,"H8201_RS00970","WP_000895292.1",297,"MULTISPECIES: ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",169024,170223,"+",,,"H8201_RS00975","WP_001245359.1",399,"ABC transporter permease"
"Un","NZ_UYIP01000001.1",170576,171343,"-",,,"H8201_RS00980","WP_000498745.1",255,"membrane protein"
"Un","NZ_UYIP01000001.1",171360,172055,"-",,,"H8201_RS00985","WP_000054201.1",231,"MULTISPECIES: ABC transporter ATP-binding protein"
"Un","NZ_UYIP01000001.1",172060,172425,"-",,,"H8201_RS00990","WP_000119153.1",121,"MULTISPECIES: GntR family transcriptional regulator"
"Un","NZ_UYIP01000001.1",172565,173038,"+",,"nrdR","H8201_RS00995","WP_001203672.1",157,"MULTISPECIES: transcriptional repressor NrdR"
"Un","NZ_UYIP01000001.1",173039,174208,"+",,,"H8201_RS01000","WP_000802400.1",389,"MULTISPECIES: replication initiation and membrane attachment family protein"
"Un","NZ_UYIP01000001.1",174209,175105,"+",,"dnaI","H8201_RS01005","WP_000446531.1",298,"MULTISPECIES: primosomal protein DnaI"
"Un","NZ_UYIP01000001.1",175102,175815,"+",,,"H8201_RS01010","WP_000140849.1",237,"MULTISPECIES: NADPH-dependent oxidoreductase"
"Un","NZ_UYIP01000001.1",175829,177139,"+",,"der","H8201_RS01015","WP_001207696.1",436,"MULTISPECIES: ribosome biogenesis GTPase Der"
"Un","NZ_UYIP01000001.1",177230,177565,"+",,,"H8201_RS01020","WP_000400493.1",111,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",177705,178040,"+",,,"H8201_RS01025","WP_000400513.1",111,"hypothetical protein"
"Un","NZ_UYIP01000001.1",178225,179016,"+",,,"H8201_RS01030","WP_000701271.1",263,"hypothetical protein"
"Un","NZ_UYIP01000001.1",179009,179650,"+",,,"H8201_RS01035","WP_001810489.1",213,"hypothetical protein"
"Un","NZ_UYIP01000001.1",179654,180286,"+",,,"H8201_RS01040","WP_000763092.1",210,"ATP-binding cassette domain-containing protein"
"Un","NZ_UYIP01000001.1",180314,180553,"+",,,"H8201_RS01045","WP_000940711.1",79,"hypothetical protein"
"Un","NZ_UYIP01000001.1",180747,183260,"+",,"secA","H8201_RS01050","WP_001274098.1",837,"preprotein translocase subunit SecA"
"Un","NZ_UYIP01000001.1",183341,184372,"+",,,"H8201_RS01055","WP_000232209.1",343,"3-deoxy-7-phosphoheptulonate synthase"
"Un","NZ_UYIP01000001.1",184374,185405,"+",,,"H8201_RS01060","WP_000864060.1",343,"3-deoxy-7-phosphoheptulonate synthase"
"Un","NZ_UYIP01000001.1",185444,185812,"+",,,"H8201_RS01065","WP_000782185.1",122,"holo-ACP synthase"
"Un","NZ_UYIP01000001.1",185802,186905,"+",,,"H8201_RS01070","WP_000648106.1",367,"alanine racemase"
"Un","NZ_UYIP01000001.1",186924,188939,"+",,"recG","H8201_RS01075","WP_001048735.1",671,"ATP-dependent DNA helicase RecG"
"Un","NZ_UYIP01000001.1",189255,190235,"+",,,"H8201_RS01080","WP_000795133.1",326,"acetylxylan esterase"
"Un","NZ_UYIP01000001.1",190589,191182,"-",,,"H8201_RS01085","WP_164965993.1",197,"hypothetical protein"
"Un","NZ_UYIP01000001.1",191580,191807,"+",,,"H8201_RS01090","WP_000576349.1",75,"MULTISPECIES: hypothetical protein"
"Un","NZ_UYIP01000001.1",192095,194992,"+",,"nanA","H8201_RS01095","WP_013315138.1",965,"LPXTG-anchored neuraminidase NanA"
"Un","NZ_UYIP01000001.1",196007,196459,"+",,,"H8201_RS01100","WP_000587470.1",150,"MULTISPECIES: YhcH/YjgK/YiaL family protein"
"Un","NZ_UYIP01000001.1",196478,197815,"+",,,"H8201_RS01105","WP_000738763.1",445,"sugar ABC transporter substrate-binding protein"
"Un","NZ_UYIP01000001.1",197894,198778,"+",,,"H8201_RS01110","WP_185927468.1",294,"sugar ABC transporter permease"
"Un","NZ_UYIP01000001.1",198778,199611,"+",,,"H8201_RS01115","WP_000730470.1",277,"MULTISPECIES: carbohydrate ABC transporter permease"
"Un","NZ_UYIP01000001.1",199629,201722,"+",,"nanB","H8201_RS01120","WP_001042135.1",697,"neuraminidase NanB"
"Un","NZ_UYIP01000001.1",201734,202837,"+",,,"H8201_RS01125","WP_000241719.1",367,"MULTISPECIES: Gfo/Idh/MocA family oxidoreductase"
"Un","NZ_UYIP01000001.1",203011,203709,"+",,,"H8201_RS01130","WP_001135651.1",232,"N-acetylmannosamine-6-phosphate 2-epimerase"
"Un","NZ_UYIP01000001.1",203728,205245,"+",,,"H8201_RS01135","WP_000477444.1",505,"PTS transporter subunit EIIC"
"Un","NZ_UYIP01000001.1",205370,206698,"+",,,"H8201_RS01140","WP_000672121.1",442,"carbohydrate ABC transporter substrate-binding protein"
"Un","NZ_UYIP01000001.1",206950,207816,"+",,,"H8201_RS01145","WP_001821805.1",288,"sugar ABC transporter permease"
"Un","NZ_UYIP01000001.1",207832,208671,"+",,,"H8201_RS01150","WP_001192007.1",279,"MULTISPECIES: carbohydrate ABC transporter permease"
"Un","NZ_UYIP01000001.1",208944,209396,"+",,,"H8201_RS01155","WP_000575456.1",150,"YhcH/YjgK/YiaL family protein"
"Un","NZ_UYIP01000001.1",209493,209837,"+",,,"H8201_RS01160","WP_061743865.1",114,"hypothetical protein"
"Un","NZ_UYIP01000001.1",210124,210768,"+",,,"H8201_RS01165","WP_000057490.1",214,"YesL family protein"
"Un","NZ_UYIP01000001.1",210937,211854,"+",,,"H8201_RS01170","WP_001281477.1",305,"dihydrodipicolinate synthase family protein"
