#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome 1","NZ_LN831026.1",31255,32343,"+",29422939,"thiO","AT687_RS00170","WP_014302656.1",362,"glycine oxidase ThiO"
"chromosome 1","NZ_LN831026.1",32327,32527,"+",29422538,"thiS","AT687_RS00175","WP_014302657.1",66,"sulfur carrier protein ThiS"
"chromosome 1","NZ_LN831026.1",32529,33314,"+",29422675,,"AT687_RS00180","WP_014318428.1",261,"thiazole synthase"
"chromosome 1","NZ_LN831026.1",33314,34324,"+",29422039,,"AT687_RS00185","WP_014302659.1",336,"ThiF family adenylyltransferase"
"chromosome 1","NZ_LN831026.1",34321,35175,"+",29422694,"thiD","AT687_RS00190","WP_014318429.1",284,"bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase"
"chromosome 1","NZ_LN831026.1",36292,39546,"+",29423056,,"AT687_RS00195","WP_014318431.1",1084,"MULTISPECIES: HNH endonuclease"
"chromosome 1","NZ_LN831026.1",39550,40464,"+",29421484,"cas1","AT687_RS00200","WP_014301100.1",304,"MULTISPECIES: type II CRISPR-associated endonuclease Cas1"
"chromosome 1","NZ_LN831026.1",40448,40777,"+",29422550,"cas2","AT687_RS00205","WP_003853358.1",109,"MULTISPECIES: CRISPR-associated endonuclease Cas2"
"chromosome 1","NZ_LN831026.1",43212,43481,"-",29422199,"crgA","AT687_RS00220","WP_003849883.1",89,"MULTISPECIES: cell division protein CrgA"
"chromosome 1","NZ_LN831026.1",43598,45607,"-",29422977,"pknB","AT687_RS00225","WP_014318433.1",669,"Stk1 family PASTA domain-containing Ser/Thr kinase"
"chromosome 1","NZ_LN831026.1",45604,47130,"-",29423103,,"AT687_RS00230","WP_014318434.1",508,"serine/threonine protein kinase"
"chromosome 1","NZ_LN831026.1",47143,48603,"-",29422905,,"AT687_RS00235","WP_014318435.1",486,"penicillin-binding protein 2"
"chromosome 1","NZ_LN831026.1",48600,49949,"-",29421641,,"AT687_RS00240","WP_014301108.1",449,"MULTISPECIES: FtsW/RodA/SpoVE family cell cycle protein"
"chromosome 1","NZ_LN831026.1",49950,51404,"-",29421738,,"AT687_RS00245","WP_014318436.1",484,"serine/threonine-protein phosphatase"
"chromosome 1","NZ_LN831026.1",51404,51892,"-",29422669,,"AT687_RS00250","WP_014307737.1",162,"MULTISPECIES: FHA domain-containing protein"
"chromosome 1","NZ_LN831026.1",51906,52772,"-",29421642,,"AT687_RS00255","WP_021334744.1",288,"DUF3662 and FHA domain-containing protein"
"chromosome 1","NZ_LN831026.1",53282,53581,"-",29422282,,"AT687_RS00265","WP_013910511.1",99,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LN831026.1",53988,54503,"-",29423143,,"AT687_RS00275","WP_014318438.1",171,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LN831026.1",54508,54771,"-",29423041,,"AT687_RS00280","WP_014318439.1",87,"MULTISPECIES: helix-turn-helix transcriptional regulator"
"chromosome 1","NZ_LN831026.1",54821,55372,"-",31633322,,"AT687_RS11615","WP_080563440.1",183,"PhzF family phenazine biosynthesis protein"
"chromosome 1","NZ_LN831026.1",55378,55755,"-",29422235,,"AT687_RS00285","WP_014318440.1",125,"PhzF family phenazine biosynthesis protein"
"chromosome 1","NZ_LN831026.1",55793,57232,"-",29422516,,"AT687_RS00290","WP_014318441.1",479,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",57225,57926,"-",29422569,,"AT687_RS00295","WP_014318442.1",233,"ABC transporter ATP-binding protein"
"chromosome 1","NZ_LN831026.1",57965,58624,"-",29422626,,"AT687_RS00300","WP_014301148.1",219,"MULTISPECIES: response regulator transcription factor"
"chromosome 1","NZ_LN831026.1",58624,59853,"-",29422372,,"AT687_RS00305","WP_014318443.1",409,"two-component sensor histidine kinase"
"chromosome 1","NZ_LN831026.1",60003,60293,"+",31633323,,"AT687_RS11620","WP_071569687.1",96,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",60644,61318,"-",29422495,,"AT687_RS00315","WP_014302684.1",224,"ABC transporter permease subunit"
"chromosome 1","NZ_LN831026.1",61325,61966,"-",29421297,,"AT687_RS00320","WP_014306251.1",213,"MULTISPECIES: ABC transporter permease"
"chromosome 1","NZ_LN831026.1",61957,62787,"-",29421290,,"AT687_RS00325","WP_014318445.1",276,"ATP-binding cassette domain-containing protein"
"chromosome 1","NZ_LN831026.1",62797,63405,"-",29422860,,"AT687_RS00330","WP_014318446.1",202,"anti-sigma factor"
"chromosome 1","NZ_LN831026.1",63402,63962,"-",29423265,,"AT687_RS00335","WP_014301156.1",186,"sigma-70 family RNA polymerase sigma factor"
"chromosome 1","NZ_LN831026.1",64013,64258,"-",29423268,,"AT687_RS00340","WP_003850035.1",81,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LN831026.1",64489,66129,"+",29423002,,"AT687_RS00345","WP_014318447.1",546,"cytochrome c biogenesis protein DipZ"
"chromosome 1","NZ_LN831026.1",66196,66963,"-",29422928,,"AT687_RS00350","WP_014318448.1",255,"MULTISPECIES: MerR family transcriptional regulator"
"chromosome 1","NZ_LN831026.1",67027,67194,"-",31633324,,"AT687_RS11625","WP_003850040.1",55,"MULTISPECIES: antitoxin"
"chromosome 1","NZ_LN831026.1",67205,68551,"-",29422952,,"AT687_RS00355","WP_014318449.1",448,"M20/M25/M40 family metallo-hydrolase"
"chromosome 1","NZ_LN831026.1",68629,69624,"+",29422034,"bioB","AT687_RS00360","WP_003850042.1",331,"biotin synthase BioB"
"chromosome 1","NZ_LN831026.1",69624,69884,"+",29422015,,"AT687_RS00365","WP_014307755.1",86,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LN831026.1",70272,71459,"+",29421691,,"AT687_RS00370","WP_014302690.1",395,"MULTISPECIES: ABC transporter substrate-binding protein"
"chromosome 1","NZ_LN831026.1",71460,72503,"+",29422941,,"AT687_RS00375","WP_003850045.1",347,"MULTISPECIES: iron ABC transporter permease"
"chromosome 1","NZ_LN831026.1",72505,73263,"+",29422485,,"AT687_RS00380","WP_003850046.1",252,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome 1","NZ_LN831026.1",73353,74831,"+",29422772,,"AT687_RS00385","WP_014318450.1",492,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",74849,75256,"+",29422590,,"AT687_RS00390","WP_003850048.1",135,"DUF1801 domain-containing protein"
"chromosome 1","NZ_LN831026.1",75271,76611,"+",29422610,,"AT687_RS00395","WP_014318451.1",446,"deoxyribodipyrimidine photo-lyase"
"chromosome 1","NZ_LN831026.1",76634,77053,"+",29421515,,"AT687_RS00400","WP_014301170.1",139,"MULTISPECIES: DUF2871 domain-containing protein"
"chromosome 1","NZ_LN831026.1",77040,78107,"-",29422962,,"AT687_RS00405","WP_014318452.1",355,"inositol-3-phosphate synthase"
"chromosome 1","NZ_LN831026.1",78354,79112,"-",29422967,,"AT687_RS00410","WP_014318453.1",252,"VIT family protein"
"chromosome 1","NZ_LN831026.1",79207,79989,"-",29422902,,"AT687_RS00415","WP_014318454.1",260,"triacylglycerol lipase"
"chromosome 1","NZ_LN831026.1",80086,80664,"+",29423189,,"AT687_RS00420","WP_010934031.1",192,"nitroreductase family protein"
"chromosome 1","NZ_LN831026.1",81744,81986,"-",52123516,,"AT687_RS12525","WP_167596961.1",80,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",82769,83323,"+",29422329,,"AT687_RS00435","WP_014318457.1",184,"MULTISPECIES: gamma carbonic anhydrase family protein"
"chromosome 1","NZ_LN831026.1",83320,84318,"-",29421299,,"AT687_RS00440","WP_014318458.1",332,"ROK family protein"
"chromosome 1","NZ_LN831026.1",84686,86056,"+",29423212,,"AT687_RS00445","WP_014318459.1",456,"PepSY domain-containing protein"
"chromosome 1","NZ_LN831026.1",86069,87292,"+",29421786,,"AT687_RS00450","WP_014318460.1",407,"TIGR00730 family Rossman fold protein"
"chromosome 1","NZ_LN831026.1",87304,88917,"+",29422953,,"AT687_RS00455","WP_014318461.1",537,"DUF885 domain-containing protein"
"chromosome 1","NZ_LN831026.1",88954,89391,"+",29421413,,"AT687_RS00460","WP_014318462.1",145,"MarR family transcriptional regulator"
"chromosome 1","NZ_LN831026.1",89369,90421,"-",29423001,,"AT687_RS00465","WP_003850090.1",350,"AbrB family transcriptional regulator"
"chromosome 1","NZ_LN831026.1",90426,91010,"-",29423334,,"AT687_RS00470","WP_014318463.1",194,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",91009,91779,"+",29423270,,"AT687_RS00475","WP_014307773.1",256,"TSUP family transporter"
"chromosome 1","NZ_LN831026.1",91769,94114,"-",29422408,"hrpB","AT687_RS00480","WP_014318464.1",781,"ATP-dependent helicase HrpB"
"chromosome 1","NZ_LN831026.1",94104,94445,"-",29422929,,"AT687_RS00485","WP_021334753.1",113,"maltose O-acetyltransferase"
"chromosome 1","NZ_LN831026.1",95209,95826,"+",29421821,,"AT687_RS00495","WP_014318467.1",205,"DNA-3-methyladenine glycosylase I"
"chromosome 1","NZ_LN831026.1",95831,96559,"+",29421914,,"AT687_RS00500","WP_003850105.1",242,"SDR family oxidoreductase"
"chromosome 1","NZ_LN831026.1",97234,97992,"+",29422567,,"AT687_RS00510","WP_003850109.1",252,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",100005,100688,"-",29421289,,"AT687_RS00525","WP_014302723.1",227,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",101191,101427,"+",29422060,,"AT687_RS00535","WP_003850117.1",78,"MULTISPECIES: ribbon-helix-helix domain-containing protein"
"chromosome 1","NZ_LN831026.1",101411,101674,"+",29422168,,"AT687_RS00540","WP_014302726.1",87,"type II toxin-antitoxin system RelE/ParE family toxin"
"chromosome 1","NZ_LN831026.1",101801,102094,"+",29422524,,"AT687_RS00545","WP_014302727.1",97,"MULTISPECIES: RNA-binding S4 domain-containing protein"
"chromosome 1","NZ_LN831026.1",102094,102918,"+",29422560,,"AT687_RS00550","WP_014301205.1",274,"MULTISPECIES: VOC family protein"
"chromosome 1","NZ_LN831026.1",102924,103229,"+",29423219,,"AT687_RS00555","WP_003850125.1",101,"MULTISPECIES: MGMT family protein"
"chromosome 1","NZ_LN831026.1",103239,104159,"-",29423077,,"AT687_RS00560","WP_003850127.1",306,"alpha/beta hydrolase"
"chromosome 1","NZ_LN831026.1",104299,104925,"+",29421929,,"AT687_RS00565","WP_014318472.1",208,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",104933,106927,"-",29422886,,"AT687_RS00570","WP_014318473.1",664,"endopeptidase"
"chromosome 1","NZ_LN831026.1",106970,107602,"+",29421440,,"AT687_RS00575","WP_014318474.1",210,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",107599,108519,"+",29421811,,"AT687_RS00580","WP_014318475.1",306,"PrsW family intramembrane metalloprotease"
"chromosome 1","NZ_LN831026.1",108509,109417,"+",29421376,,"AT687_RS00585","WP_014318476.1",302,"ABC transporter substrate-binding protein"
"chromosome 1","NZ_LN831026.1",109438,109875,"-",29421298,,"AT687_RS00590","WP_016830456.1",145,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",110101,113526,"-",29423108,,"AT687_RS00595","WP_014318478.1",1141,"arabinosyltransferase domain-containing protein"
"chromosome 1","NZ_LN831026.1",113519,115519,"-",29422593,,"AT687_RS00600","WP_014318479.1",666,"arabinofuranosyltransferase"
"chromosome 1","NZ_LN831026.1",115714,116475,"-",29422852,,"AT687_RS00605","WP_010934068.1",253,"MULTISPECIES: decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase"
"chromosome 1","NZ_LN831026.1",116495,117961,"-",29422983,,"AT687_RS00610","WP_003850144.1",488,"MULTISPECIES: FAD-binding oxidoreductase"
"chromosome 1","NZ_LN831026.1",118078,118326,"-",29422255,,"AT687_RS00615","WP_021334761.1",82,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LN831026.1",118355,118789,"+",29423105,,"AT687_RS00620","WP_010934070.1",144,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",118786,119334,"+",29422955,,"AT687_RS00625","WP_014317444.1",182,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",119346,119765,"+",29421867,,"AT687_RS00630","WP_014318480.1",139,"GtrA family protein"
"chromosome 1","NZ_LN831026.1",120887,121804,"-",29422072,,"AT687_RS00640","WP_003850156.1",305,"MULTISPECIES: glycosyltransferase family 2 protein"
"chromosome 1","NZ_LN831026.1",121978,122943,"+",29423324,,"AT687_RS00645","WP_003850159.1",321,"MULTISPECIES: zinc ABC transporter substrate-binding protein"
"chromosome 1","NZ_LN831026.1",123042,123776,"+",29422059,,"AT687_RS00650","WP_014301219.1",244,"MULTISPECIES: metal ABC transporter ATP-binding protein"
"chromosome 1","NZ_LN831026.1",123773,124672,"+",29421976,,"AT687_RS00655","WP_014318482.1",299,"MULTISPECIES: metal ABC transporter permease"
"chromosome 1","NZ_LN831026.1",124669,125520,"+",29421174,,"AT687_RS00660","WP_003850165.1",283,"metal ABC transporter permease"
"chromosome 1","NZ_LN831026.1",125605,126642,"+",29421959,,"AT687_RS00665","WP_014318483.1",345,"zinc ABC transporter substrate-binding protein"
"chromosome 1","NZ_LN831026.1",126749,127528,"-",29422073,,"AT687_RS00670","WP_014302745.1",259,"MULTISPECIES: ABC transporter ATP-binding protein"
"chromosome 1","NZ_LN831026.1",127547,128452,"-",29422674,,"AT687_RS00675","WP_003850170.1",301,"MULTISPECIES: ABC transporter permease"
"chromosome 1","NZ_LN831026.1",128544,129737,"+",29421232,,"AT687_RS00680","WP_014318484.1",397,"aminotransferase class V-fold PLP-dependent enzyme"
"chromosome 1","NZ_LN831026.1",129734,130681,"-",29421265,,"AT687_RS00685","WP_014318485.1",315,"NAD(P)H-quinone oxidoreductase"
"chromosome 1","NZ_LN831026.1",131038,132072,"-",29421183,,"AT687_RS00695","WP_014318486.1",344,"pyridoxal phosphate-dependent aminotransferase"
"chromosome 1","NZ_LN831026.1",132838,134412,"+",29422942,,"AT687_RS00715","WP_014318488.1",524,"DASS family sodium-coupled anion symporter"
"chromosome 1","NZ_LN831026.1",134996,136402,"+",29423063,,"AT687_RS00730","WP_014318503.1",468,"polysaccharide deacetylase family protein"
"chromosome 1","NZ_LN831026.1",136399,137763,"-",29422220,,"AT687_RS00735","WP_014318504.1",454,"PLP-dependent aminotransferase family protein"
"chromosome 1","NZ_LN831026.1",137854,138747,"+",29421849,"pdxS","AT687_RS00740","WP_021334768.1",297,"pyridoxal 5\\'-phosphate synthase lyase subunit PdxS"
"chromosome 1","NZ_LN831026.1",138741,139298,"+",29423286,"pdxT","AT687_RS00745","WP_014318506.1",185,"pyridoxal 5\\'-phosphate synthase glutaminase subunit PdxT"
"chromosome 1","NZ_LN831026.1",139378,142626,"-",29423142,,"AT687_RS00750","WP_014318507.1",1082,"putative surface-anchored fimbrial subunit"
"chromosome 1","NZ_LN831026.1",143161,144099,"-",29423055,,"AT687_RS00755","WP_014318508.1",312,"class C sortase"
"chromosome 1","NZ_LN831026.1",144772,146484,"+",29423026,,"AT687_RS00765","WP_014318509.1",570,"SpaH/EbpB family LPXTG-anchored major pilin"
"chromosome 1","NZ_LN831026.1",146636,147574,"+",29423295,,"AT687_RS00770","WP_047928480.1",312,"class C sortase"
"chromosome 1","NZ_LN831026.1",147574,148365,"+",29422981,,"AT687_RS00775","WP_014318511.1",263,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",148444,151551,"+",29421269,,"AT687_RS00780","WP_014318512.1",1035,"LPXTG cell wall anchor domain-containing protein"
"chromosome 1","NZ_LN831026.1",151919,152224,"-",29421470,,"AT687_RS00785","WP_014318513.1",101,"transposase"
"chromosome 1","NZ_LN831026.1",152812,153342,"-",29422934,,"AT687_RS00795","WP_014318515.1",176,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",153477,154487,"-",29421255,,"AT687_RS00800","WP_014318516.1",336,"prephenate dehydrogenase"
"chromosome 1","NZ_LN831026.1",154525,154977,"+",29422918,,"AT687_RS00805","WP_021334777.1",150,"tRNA adenosine deaminase-associated protein"
"chromosome 1","NZ_LN831026.1",154974,155459,"+",29421500,,"AT687_RS00810","WP_014318517.1",161,"MULTISPECIES: nucleoside deaminase"
"chromosome 1","NZ_LN831026.1",155834,156346,"+",29421246,,"AT687_RS00820","WP_014318518.1",170,"helix-turn-helix domain-containing protein"
"chromosome 1","NZ_LN831026.1",156346,156513,"+",52123520,,"AT687_RS12545","WP_014318519.1",55,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",156861,159197,"+",29421409,,"AT687_RS00825","WP_014318520.1",778,"MMPL family transporter"
"chromosome 1","NZ_LN831026.1",159477,160769,"+",29423194,"tgt","AT687_RS00830","WP_014318521.1",430,"tRNA guanosine(34) transglycosylase Tgt"
"chromosome 1","NZ_LN831026.1",160779,161672,"+",29422305,"gluQRS","AT687_RS00835","WP_014318522.1",297,"tRNA glutamyl-Q(34) synthetase GluQRS"
"chromosome 1","NZ_LN831026.1",161752,163140,"+",29423255,,"AT687_RS00840","WP_014318523.1",462,"GntP family permease"
"chromosome 1","NZ_LN831026.1",163137,163640,"-",29422915,,"AT687_RS00845","WP_014316235.1",167,"gluconokinase"
"chromosome 1","NZ_LN831026.1",163637,164608,"-",29421186,,"AT687_RS00850","WP_014318524.1",323,"alcohol dehydrogenase catalytic domain-containing protein"
"chromosome 1","NZ_LN831026.1",164611,165360,"-",29423175,,"AT687_RS00855","WP_003850328.1",249,"MULTISPECIES: SDR family oxidoreductase"
"chromosome 1","NZ_LN831026.1",166080,167339,"+",29422975,,"AT687_RS00870","WP_014318526.1",419,"aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme"
"chromosome 1","NZ_LN831026.1",167343,167894,"+",29423111,,"AT687_RS00875","WP_014318527.1",183,"suppressor of fused domain protein"
"chromosome 1","NZ_LN831026.1",167905,170028,"+",29422403,,"AT687_RS00880","WP_041740413.1",707,"DNA polymerase III subunit gamma and tau"
"chromosome 1","NZ_LN831026.1",170099,170419,"+",29422987,,"AT687_RS00885","WP_003850338.1",106,"MULTISPECIES: YbaB/EbfC family nucleoid-associated protein"
"chromosome 1","NZ_LN831026.1",170423,171079,"+",29422883,"recR","AT687_RS00890","WP_010934156.1",218,"recombination protein RecR"
"chromosome 1","NZ_LN831026.1",171085,171837,"-",29422996,,"AT687_RS00895","WP_014318529.1",250,"MULTISPECIES: glutamine amidotransferase"
"chromosome 1","NZ_LN831026.1",171839,173101,"-",29422933,,"AT687_RS00900","WP_014318530.1",420,"DUF1727 domain-containing protein"
"chromosome 1","NZ_LN831026.1",173122,174243,"-",29422612,,"AT687_RS00905","WP_041740415.1",373,"DNA polymerase III subunit epsilon"
"chromosome 1","NZ_LN831026.1",174247,175035,"-",29423216,,"AT687_RS00910","WP_014318532.1",262,"NADPH-dependent oxidoreductase"
"chromosome 1","NZ_LN831026.1",175059,176876,"-",29422750,"leuA","AT687_RS00915","WP_014318533.1",605,"MULTISPECIES: 2-isopropylmalate synthase"
"chromosome 1","NZ_LN831026.1",177058,178056,"+",29421620,,"AT687_RS00920","WP_003850351.1",332,"MULTISPECIES: sugar-binding transcriptional regulator"
"chromosome 1","NZ_LN831026.1",178262,179362,"+",29422504,,"AT687_RS00925","WP_014318534.1",366,"HNH endonuclease"
"chromosome 1","NZ_LN831026.1",179869,180357,"-",42570238,,"AT687_RS12320","WP_021334789.1",162,"MULTISPECIES: transposase family protein"
"chromosome 1","NZ_LN831026.1",180842,181558,"+",29422823,"deoD","AT687_RS00930","WP_010934164.1",238,"purine-nucleoside phosphorylase"
"chromosome 1","NZ_LN831026.1",181555,182919,"+",29422854,,"AT687_RS00935","WP_014318536.1",454,"MFS transporter"
"chromosome 1","NZ_LN831026.1",182954,183610,"+",29423208,,"AT687_RS00940","WP_014302786.1",218,"MULTISPECIES: deoxyribose-phosphate aldolase"
"chromosome 1","NZ_LN831026.1",183618,185270,"+",29422876,,"AT687_RS00945","WP_014318537.1",550,"phospho-sugar mutase"
"chromosome 1","NZ_LN831026.1",185317,186354,"+",29422089,,"AT687_RS00950","WP_014318538.1",345,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",186356,187192,"-",29422632,,"AT687_RS00955","WP_014318539.1",278,"DMT family transporter"
"chromosome 1","NZ_LN831026.1",187383,188648,"+",29421154,,"AT687_RS00960","WP_014318540.1",421,"aspartate kinase"
"chromosome 1","NZ_LN831026.1",188697,189728,"+",29422894,,"AT687_RS00965","WP_014318541.1",343,"aspartate-semialdehyde dehydrogenase"
"chromosome 1","NZ_LN831026.1",193355,194995,"+",29422911,,"AT687_RS00975","WP_014318543.1",546,"SpaH/EbpB family LPXTG-anchored major pilin"
"chromosome 1","NZ_LN831026.1",195027,195968,"+",29421425,,"AT687_RS00980","WP_014318544.1",313,"class C sortase"
"chromosome 1","NZ_LN831026.1",195958,196800,"+",29423241,,"AT687_RS00985","WP_014318545.1",280,"MULTISPECIES: class C sortase"
"chromosome 1","NZ_LN831026.1",196801,197403,"+",29423289,,"AT687_RS00990","WP_014318546.1",200,"MULTISPECIES: LPXTG cell wall anchor domain-containing protein"
"chromosome 1","NZ_LN831026.1",197408,197968,"-",29421190,,"AT687_RS00995","WP_041740603.1",186,"RNA polymerase sigma factor"
"chromosome 1","NZ_LN831026.1",198102,199640,"+",29423204,,"AT687_RS01000","WP_014318548.1",512,"catalase"
"chromosome 1","NZ_LN831026.1",199630,200688,"-",29422917,,"AT687_RS01005","WP_014318549.1",352,"ATP-binding cassette domain-containing protein"
"chromosome 1","NZ_LN831026.1",200679,202232,"-",29421553,,"AT687_RS01010","WP_014318550.1",517,"ABC transporter permease subunit"
"chromosome 1","NZ_LN831026.1",202229,203230,"-",29421851,,"AT687_RS01015","WP_014318551.1",333,"ABC transporter substrate-binding protein"
"chromosome 1","NZ_LN831026.1",203311,204681,"-",29422314,,"AT687_RS01020","WP_014318552.1",456,"MFS transporter"
"chromosome 1","NZ_LN831026.1",204810,205511,"-",29423044,,"AT687_RS01025","WP_014318553.1",233,"response regulator transcription factor"
"chromosome 1","NZ_LN831026.1",205504,206289,"-",29423276,,"AT687_RS01030","WP_021334796.1",261,"HAMP domain-containing histidine kinase"
"chromosome 1","NZ_LN831026.1",206446,206748,"-",29421646,,"AT687_RS01035","WP_003850399.1",100,"MULTISPECIES: Na+/H+ antiporter subunit G"
"chromosome 1","NZ_LN831026.1",206748,207014,"-",29423086,,"AT687_RS01040","WP_003850400.1",88,"MULTISPECIES: hypothetical protein"
"chromosome 1","NZ_LN831026.1",207014,207391,"-",29422627,,"AT687_RS01045","WP_010934181.1",125,"MULTISPECIES: monovalent cation/H+ antiporter subunit E"
"chromosome 1","NZ_LN831026.1",207394,208917,"-",29422522,,"AT687_RS01050","WP_014318555.1",507,"monovalent cation/H+ antiporter subunit D family protein"
"chromosome 1","NZ_LN831026.1",208917,209342,"-",29422769,,"AT687_RS01055","WP_003850403.1",141,"MULTISPECIES: cation:proton antiporter subunit C"
"chromosome 1","NZ_LN831026.1",209346,212258,"-",29422803,,"AT687_RS01060","WP_014318556.1",970,"DUF4040 family protein"
"chromosome 1","NZ_LN831026.1",212428,213783,"+",29422853,,"AT687_RS01065","WP_014318557.1",451,"membrane protein"
"chromosome 1","NZ_LN831026.1",213852,214742,"-",29422993,,"AT687_RS01070","WP_014307870.1",296,"hypothetical protein"
"chromosome 1","NZ_LN831026.1",215099,216004,"-",29421455,,"AT687_RS01080","WP_014318558.1",301,"metallophosphoesterase"
"chromosome 1","NZ_LN831026.1",216041,216505,"+",29421939,,"AT687_RS01085","WP_003850409.1",154,"MULTISPECIES: GatB/YqeY domain-containing protein"
